customer_id,full_name,city,state,total_orders,total_spent,avg_order_value,customer_segment
21,Tobie Little,Victoria,TX,3,17123.997499999998,5707.999166666666,High Spender
1391,Sheryl Chase,Floral Park,NY,1,17086.934299999997,17086.934299999997,High Spender
153,Laraine Robbins,San Angelo,TX,2,17068.4922,8534.2461,High Spender
976,Ayanna Cherry,Smithtown,NY,1,16950.076999999997,16950.076999999997,High Spender
47,Bridgette Guerra,San Lorenzo,CA,3,16935.640799999997,5645.213599999999,High Spender
651,Laure Pena,Wappingers Falls,NY,1,16890.1469,16890.1469,High Spender
534,Alejandro Haney,Wantagh,NY,1,16846.953999999998,16846.953999999998,High Spender
119,Thalia Dillard,San Angelo,TX,2,16764.1256,8382.0628,High Spender
22,Adelle Larsen,East Northport,NY,2,16651.0484,8325.5242,High Spender
1382,Wynona Douglas,Harlingen,TX,1,16491.52,16491.52,High Spender
184,Klara Stanley,Webster,NY,1,16436.065000000002,16436.065000000002,High Spender
70,Tomasa Carson,East Elmhurst,NY,2,16338.938400000001,8169.4692000000005,High Spender
50,Cleotilde Booth,Sugar Land,TX,3,16179.116699999999,5393.0389,High Spender
79,Ashanti Parks,Baldwin,NY,2,16025.0715,8012.53575,High Spender
971,Samual Warner,Brentwood,NY,1,15876.4261,15876.4261,High Spender
172,Jeanie Kirkland,Santa Clara,CA,2,15841.0992,7920.5496,High Spender
14,Garry Espinoza,Forney,TX,3,15766.700599999998,5255.566866666666,High Spender
1199,Consuela Collier,North Tonawanda,NY,1,15455.624999999998,15455.624999999998,High Spender
908,Delmar Wise,Lockport,NY,1,15439.946799999998,15439.946799999998,High Spender
809,Elnora Simpson,Bellmore,NY,1,15416.1565,15416.1565,High Spender
1132,Parthenia Holman,Ithaca,NY,1,15205.9284,15205.9284,High Spender
840,Gilbert Calhoun,East Elmhurst,NY,1,15097.906,15097.906,High Spender
531,Kimberely Bowen,Troy,NY,1,15087.2644,15087.2644,High Spender
195,Addie Hahn,Franklin Square,NY,1,14935.0311,14935.0311,High Spender
18,Georgetta Hardin,Canandaigua,NY,3,14877.289,4959.096333333334,High Spender
13,Lashawn Ortiz,Longview,TX,3,14774.458299999998,4924.819433333333,High Spender
374,Candelaria Coffey,Merrick,NY,1,14735.4152,14735.4152,High Spender
663,Alissa Hood,New Windsor,NY,1,14567.157,14567.157,High Spender
1131,Desmond Rose,Mount Vernon,NY,1,14566.4345,14566.4345,High Spender
25,Regenia Vaughan,Mahopac,NY,2,14529.258299999998,7264.629149999999,High Spender
263,Dortha Jarvis,Oceanside,NY,1,14405.0464,14405.0464,High Spender
904,Jana Thomas,San Jose,CA,1,14397.1379,14397.1379,High Spender
1171,Earlean Pena,Rome,NY,1,14249.6462,14249.6462,High Spender
192,Bong Hebert,Torrance,CA,2,14208.3881,7104.19405,High Spender
24,Corene Wall,Atwater,CA,3,14199.955800000002,4733.3186000000005,High Spender
167,Loreta Johnston,Spring Valley,NY,1,14172.2185,14172.2185,High Spender
1020,Lorraine Marks,San Carlos,CA,1,14141.3394,14141.3394,High Spender
53,Saturnina Garner,Glendora,CA,3,14068.2366,4689.4122,High Spender
37,Melia Brady,Maspeth,NY,2,14011.826500000001,7005.9132500000005,High Spender
292,Monty Frost,Hempstead,NY,1,13947.5449,13947.5449,High Spender
72,Petronila Norris,South El Monte,CA,2,13914.3345,6957.16725,High Spender
59,Latasha Stanley,Rockville Centre,NY,2,13854.6016,6927.3008,High Spender
692,Dorothea Chang,Astoria,NY,1,13821.531,13821.531,High Spender
170,Regine Gonzales,Oxnard,CA,2,13801.2997,6900.64985,High Spender
123,Robena Hill,Corpus Christi,TX,2,13783.7813,6891.89065,High Spender
296,Sophia Mcmillan,Uniondale,NY,1,13773.6277,13773.6277,High Spender
1063,Tammy Austin,Lake Jackson,TX,1,13765.5468,13765.5468,High Spender
169,Karla Kirk,Palos Verdes Peninsula,CA,2,13678.357,6839.1785,High Spender
187,Hedwig Paul,Apple Valley,CA,2,13611.625900000001,6805.8129500000005,High Spender
87,Yan Mcgowan,Duarte,CA,2,13546.9484,6773.4742,High Spender
734,Alina Mcleod,Patchogue,NY,1,13287.526199999998,13287.526199999998,High Spender
503,Marlo Jefferson,Niagara Falls,NY,1,13242.962,13242.962,High Spender
595,Frederica Rojas,Ithaca,NY,1,13191.9384,13191.9384,High Spender
681,Reatha Perez,Holbrook,NY,1,13130.8288,13130.8288,High Spender
883,Gilberte Duke,El Paso,TX,1,13107.441,13107.441,High Spender
226,Kiana Rivera,Richmond Hill,NY,1,13033.5961,13033.5961,High Spender
175,Nova Hess,Duarte,CA,2,13023.926,6511.963,High Spender
1438,Lee Dunn,San Jose,CA,1,12980.9387,12980.9387,High Spender
441,Dorthea Walker,Port Washington,NY,1,12965.7468,12965.7468,High Spender
310,Gilberto Parsons,Middle Village,NY,1,12935.949399999998,12935.949399999998,High Spender
140,Cleopatra Tate,East Elmhurst,NY,1,12909.9214,12909.9214,High Spender
803,Bernardina Cooper,Whitestone,NY,1,12867.958,12867.958,High Spender
231,Jenee Rasmussen,Sacramento,CA,2,12861.878899999998,6430.939449999999,High Spender
116,Merlene Vinson,Euless,TX,3,12793.6337,4264.5445666666665,High Spender
1070,Olimpia Mays,Oakland Gardens,NY,1,12774.245099999998,12774.245099999998,High Spender
334,Somer Jordan,Huntington Station,NY,1,12663.956,12663.956,High Spender
1403,Mila Moody,Troy,NY,1,12595.073,12595.073,High Spender
86,Lissa Vargas,Oswego,NY,2,12551.997,6275.9985,High Spender
700,Collene Knox,Corpus Christi,TX,1,12541.763399999998,12541.763399999998,High Spender
105,Marget Hodge,Woodhaven,NY,1,12461.5479,12461.5479,High Spender
135,Dorthey Jackson,Houston,TX,2,12458.924899999998,6229.462449999999,High Spender
95,Letitia Franco,Saratoga Springs,NY,1,12433.4557,12433.4557,High Spender
1237,Luke Kramer,Bethpage,NY,1,12420.713,12420.713,High Spender
1086,Cori Schwartz,Jamaica,NY,1,12400.848,12400.848,High Spender
1090,Ira Erickson,Port Jefferson Station,NY,1,12392.9547,12392.9547,High Spender
1258,Todd Waters,Bay Shore,NY,1,12381.8274,12381.8274,High Spender
203,Minerva Decker,Houston,TX,1,12369.6265,12369.6265,High Spender
1103,Ardelia Cooley,Canyon Country,CA,1,12334.957,12334.957,High Spender
194,Dorine Roberson,Santa Cruz,CA,2,12320.1207,6160.06035,High Spender
1332,Novella Ross,Glendora,CA,1,12307.9627,12307.9627,High Spender
690,Yevette Elliott,Jackson Heights,NY,1,12104.786,12104.786,High Spender
905,Hae Ramirez,Baldwinsville,NY,1,12089.9814,12089.9814,High Spender
138,Jone Bernard,Anaheim,CA,2,12010.496899999998,6005.248449999999,High Spender
1195,Chantell Bridges,Buffalo,NY,1,11993.972,11993.972,High Spender
29,Syreeta Hendricks,Mahopac,NY,2,11979.9467,5989.97335,High Spender
330,Sheba Knapp,Woodside,NY,1,11972.9271,11972.9271,High Spender
1019,Janie Herrera,Elmhurst,NY,1,11950.476599999998,11950.476599999998,High Spender
165,Jeromy Burch,San Jose,CA,2,11907.9041,5953.95205,High Spender
322,Merideth Preston,Poughkeepsie,NY,1,11832.4539,11832.4539,High Spender
747,Margret Barnett,Forney,TX,1,11831.3359,11831.3359,High Spender
509,Terra Pickett,Amsterdam,NY,1,11787.5533,11787.5533,High Spender
104,Katharina Bates,Campbell,CA,2,11776.410099999997,5888.205049999999,High Spender
48,Cesar Jackson,Liverpool,NY,2,11705.851999999999,5852.9259999999995,High Spender
473,Lashawna Richardson,Baldwin,NY,1,11596.4289,11596.4289,High Spender
871,Erlinda Humphrey,New Windsor,NY,1,11588.647399999998,11588.647399999998,High Spender
583,Lashandra Turner,Long Beach,NY,1,11578.6544,11578.6544,High Spender
627,Deloris Larson,Duarte,CA,1,11479.5394,11479.5394,High Spender
275,Pinkie Kirkland,San Angelo,TX,1,11476.5364,11476.5364,High Spender
224,Moses Pope,Lawndale,CA,2,11471.8954,5735.9477,High Spender
462,Efren Oliver,Nanuet,NY,1,11463.958,11463.958,High Spender
350,Christoper Mccall,Bay Shore,NY,1,11462.5954,11462.5954,High Spender
1136,Kallie Best,Rochester,NY,1,11428.652999999998,11428.652999999998,High Spender
541,Lanita Burton,Coachella,CA,1,11406.4285,11406.4285,High Spender
375,Yan Trevino,Uniondale,NY,1,11391.43,11391.43,High Spender
415,Gwendolyn Miller,Harlingen,TX,1,11349.9574,11349.9574,High Spender
780,Ouida Gregory,Merrick,NY,1,11314.073,11314.073,High Spender
1284,Shanice Spears,Brooklyn,NY,1,11299.972,11299.972,High Spender
1423,Dollie Cervantes,Fort Worth,TX,1,11238.6544,11238.6544,High Spender
547,Tena Huber,Newburgh,NY,1,11183.0434,11183.0434,High Spender
1348,Yvone Guerrero,Merrick,NY,1,11183.0335,11183.0335,High Spender
65,Kanesha Vega,Rome,NY,2,11151.6045,5575.80225,High Spender
880,Phebe Turner,Sunnyside,NY,1,11120.3254,11120.3254,High Spender
20,Aleta Shepard,Sugar Land,TX,3,11102.47,3700.8233333333333,High Spender
798,Alyse Jacobson,Massapequa Park,NY,1,11062.4171,11062.4171,High Spender
295,Danny Kim,South Ozone Park,NY,1,11055.941,11055.941,High Spender
609,Eliana Reese,Woodhaven,NY,1,11035.847999999998,11035.847999999998,High Spender
34,Brittney Woodward,East Northport,NY,2,11035.7581,5517.87905,High Spender
159,Regina Burns,Garland,TX,1,11013.9345,11013.9345,High Spender
783,Celestine Kent,Lancaster,NY,1,10998.0295,10998.0295,High Spender
997,Trinidad Mcclain,Baldwin,NY,1,10986.904,10986.904,High Spender
810,Ivelisse Nixon,Houston,TX,1,10951.5614,10951.5614,High Spender
196,Edythe Valencia,North Tonawanda,NY,1,10949.946799999998,10949.946799999998,High Spender
245,Delila Hamilton,Palos Verdes Peninsula,CA,1,10869.9637,10869.9637,High Spender
403,Elouise Fry,Canyon Country,CA,1,10866.962199999998,10866.962199999998,High Spender
89,Arvilla Osborn,Upland,CA,2,10805.3354,5402.6677,High Spender
68,Jayne Kirkland,Rowlett,TX,3,10802.6294,3600.8764666666666,High Spender
550,Felicidad Golden,Lockport,NY,1,10794.3537,10794.3537,High Spender
1018,Carita Salinas,Maspeth,NY,1,10792.247,10792.247,High Spender
888,Coleen Navarro,Webster,NY,1,10728.4385,10728.4385,High Spender
27,Santos Valencia,Sunnyside,NY,2,10719.0988,5359.5494,High Spender
815,Leanna Manning,Hicksville,NY,1,10620.0449,10620.0449,High Spender
1312,Tereasa Bird,Ronkonkoma,NY,1,10617.973,10617.973,High Spender
576,Shirely Stanley,El Paso,TX,1,10574.9624,10574.9624,High Spender
247,Muriel Juarez,Palos Verdes Peninsula,CA,1,10570.4719,10570.4719,High Spender
1205,Emmaline Huber,Mount Vernon,NY,1,10563.648,10563.648,High Spender
1138,Hubert Stone,Ridgecrest,CA,1,10541.963199999998,10541.963199999998,High Spender
867,Rosalva Hamilton,Campbell,CA,1,10529.963,10529.963,High Spender
1443,Lezlie Lamb,Central Islip,NY,1,10372.093399999998,10372.093399999998,High Spender
1440,Ernest Rollins,Oakland Gardens,NY,1,10360.255,10360.255,High Spender
30,Jamaal Albert,Torrance,CA,3,10355.390800000001,3451.7969333333335,High Spender
543,Jasmin Young,Helotes,TX,1,10336.9624,10336.9624,High Spender
147,Bernetta Marquez,Smithtown,NY,1,10322.9721,10322.9721,High Spender
126,Lavina Dejesus,Newburgh,NY,1,10314.9248,10314.9248,High Spender
255,Flossie Holder,Massapequa Park,NY,1,10269.8557,10269.8557,High Spender
463,Jerlene Rios,Plainview,NY,1,10266.9542,10266.9542,High Spender
259,Johnathan Velazquez,Pleasanton,CA,1,10231.0464,10231.0464,High Spender
1368,Veronique Fulton,Ballston Spa,NY,1,10216.236,10216.236,High Spender
715,Larae Carney,Sunnyside,NY,1,10187.9451,10187.9451,High Spender
844,Felica Munoz,South Ozone Park,NY,1,10186.6285,10186.6285,High Spender
239,Felice Guzman,Canyon Country,CA,2,10156.896799999999,5078.448399999999,High Spender
824,Veronika Rollins,Webster,NY,1,10132.3624,10132.3624,High Spender
1225,Mellisa Griffin,Los Banos,CA,1,10050.6281,10050.6281,High Spender
320,Aron Wiggins,Oceanside,NY,1,10047.4245,10047.4245,High Spender
240,Le Deleon,Banning,CA,2,9959.0962,4979.5481,High Spender
594,Deanne Parsons,Lindenhurst,NY,1,9942.14,9942.14,High Spender
492,Justa Thompson,Corona,NY,1,9927.5559,9927.5559,High Spender
886,Letisha May,North Tonawanda,NY,1,9927.2049,9927.2049,High Spender
1439,Florrie Little,New Rochelle,NY,1,9919.920999999998,9919.920999999998,High Spender
60,Neil Mccall,San Carlos,CA,2,9919.3294,4959.6647,High Spender
544,Catarina Mendez,West Islip,NY,1,9908.4642,9908.4642,High Spender
1034,Rico Salas,Centereach,NY,1,9874.652499999998,9874.652499999998,High Spender
356,Vashti Rosario,Bronx,NY,1,9865.4727,9865.4727,High Spender
838,Erna Sloan,Howard Beach,NY,1,9849.074,9849.074,High Spender
421,Iola Rasmussen,Monroe,NY,1,9838.4455,9838.4455,High Spender
186,Ken Charles,Monsey,NY,1,9833.6547,9833.6547,High Spender
88,Titus Bullock,Hollis,NY,2,9805.246399999998,4902.623199999999,High Spender
345,Mi Gray,Albany,NY,1,9728.9827,9728.9827,High Spender
1415,Harold O'connor,Santa Cruz,CA,1,9725.8374,9725.8374,High Spender
983,Marguerite Berger,Fullerton,CA,1,9712.9515,9712.9515,High Spender
499,Lidia Ashley,Baldwinsville,NY,1,9704.9449,9704.9449,High Spender
411,Octavia Case,New York,NY,1,9673.8444,9673.8444,High Spender
598,Benito Hendrix,Depew,NY,1,9645.3834,9645.3834,High Spender
15,Linnie Branch,Plattsburgh,NY,3,9586.8018,3195.6005999999998,High Spender
80,Sarai Mckee,Buffalo,NY,2,9563.3381,4781.66905,High Spender
738,Fannie Jenkins,Oxnard,CA,1,9532.3529,9532.3529,High Spender
26,Theo Reese,Long Beach,NY,2,9514.0705,4757.03525,High Spender
329,Marilyn Frank,Port Chester,NY,1,9499.981,9499.981,High Spender
1261,Adelaida Hancock,San Pablo,CA,1,9497.172,9497.172,High Spender
1010,Katia Henry,Bethpage,NY,1,9479.9557,9479.9557,High Spender
298,Jennie Middleton,Upland,CA,1,9474.9404,9474.9404,High Spender
120,Luz House,Fresno,CA,2,9425.166799999999,4712.5833999999995,High Spender
559,Basilia Thornton,Brentwood,NY,1,9408.7878,9408.7878,High Spender
1051,Tonisha Fowler,Huntington Station,NY,1,9399.965,9399.965,High Spender
802,Barrett Sanders,Longview,TX,1,9385.102,9385.102,High Spender
1201,Nita Guy,Port Chester,NY,1,9372.3701,9372.3701,High Spender
1436,Macie Ayers,Bellmore,NY,1,9334.5094,9334.5094,High Spender
279,Justina Long,South El Monte,CA,1,9327.738,9327.738,High Spender
920,James Robles,North Tonawanda,NY,1,9314.8357,9314.8357,High Spender
1165,Rikki Morrow,Fort Worth,TX,1,9301.9304,9301.9304,High Spender
661,Trena Hudson,Monroe,NY,1,9287.9439,9287.9439,High Spender
1349,Kami Rios,Encino,CA,1,9278.6539,9278.6539,High Spender
794,Donette Mccarthy,Redondo Beach,CA,1,9274.9654,9274.9654,High Spender
230,Chelsey Hardin,Deer Park,NY,1,9211.523,9211.523,High Spender
755,Tomika Wilder,New Hyde Park,NY,1,9210.7184,9210.7184,High Spender
42,Tangela Quinn,Richmond Hill,NY,2,9205.1175,4602.55875,High Spender
1441,Jamaal Morrison,Staten Island,NY,1,9173.3817,9173.3817,High Spender
282,Randolph Chase,San Lorenzo,CA,1,9163.4289,9163.4289,High Spender
836,Corinna Adams,Rosedale,NY,1,9161.946,9161.946,High Spender
340,Yanira Bradshaw,Smithtown,NY,1,9157.756,9157.756,High Spender
517,Buford Gilbert,Bellmore,NY,1,9044.927,9044.927,High Spender
732,Lavona Austin,Utica,NY,1,8975.157,8975.157,High Spender
90,Marjorie Logan,Franklin Square,NY,2,8956.785,4478.3925,High Spender
444,Caridad Compton,San Lorenzo,CA,1,8945.75,8945.75,High Spender
1279,Stan Saunders,Canandaigua,NY,1,8936.446,8936.446,High Spender
46,Monika Berg,Encino,CA,3,8902.506599999999,2967.5021999999994,High Spender
251,Kasie Rodriquez,Ballston Spa,NY,1,8879.452899999998,8879.452899999998,High Spender
893,Letty Cobb,Depew,NY,1,8820.1505,8820.1505,High Spender
959,Christel Barber,Sacramento,CA,1,8816.954399999999,8816.954399999999,High Spender
1031,Tonja Bean,Fairport,NY,1,8787.1297,8787.1297,High Spender
64,Bobbie Foster,Desoto,TX,3,8778.1311,2926.0437,High Spender
587,Euna Lopez,Carmel,NY,1,8763.964399999999,8763.964399999999,High Spender
328,Bettie Glover,Euless,TX,1,8740.966,8740.966,High Spender
713,Ilona Spears,Port Jefferson Station,NY,1,8712.8466,8712.8466,High Spender
610,Leonore Dorsey,Jackson Heights,NY,1,8696.072,8696.072,High Spender
145,Miquel Neal,Staten Island,NY,1,8696.071999999998,8696.071999999998,High Spender
252,Eleni Gordon,Richmond Hill,NY,1,8587.397,8587.397,High Spender
666,Brittni Green,Floral Park,NY,1,8570.9665,8570.9665,High Spender
272,Deja Chaney,Jamaica,NY,1,8561.2627,8561.2627,High Spender
649,Eli Contreras,Ronkonkoma,NY,1,8550.052699999998,8550.052699999998,High Spender
1333,Omega Huff,Santa Monica,CA,1,8534.3743,8534.3743,High Spender
77,Keri Bridges,Richardson,TX,3,8522.9542,2840.984733333333,High Spender
351,Margorie Wynn,Monsey,NY,1,8498.463,8498.463,High Spender
778,Corrinne Garrison,Victoria,TX,1,8481.898000000001,8481.898000000001,High Spender
1341,Rozanne Reyes,Garden City,NY,1,8476.521999999999,8476.521999999999,High Spender
149,Meredith Bryan,Spring Valley,NY,1,8474.1624,8474.1624,High Spender
1161,Santa Larson,Valley Stream,NY,1,8445.9545,8445.9545,High Spender
206,Stephaine Riddle,Brooklyn,NY,1,8429.9454,8429.9454,High Spender
1374,Juliane Dillard,Glendora,CA,1,8394.4714,8394.4714,High Spender
564,Bettie Pierce,Farmingdale,NY,1,8392.9437,8392.9437,High Spender
536,Christiane Bradford,Orchard Park,NY,1,8376.9244,8376.9244,High Spender
506,Irving Pitts,Torrance,CA,1,8359.215999999999,8359.215999999999,High Spender
578,Salena Day,San Lorenzo,CA,1,8342.939,8342.939,High Spender
1290,Minnie Compton,South Richmond Hill,NY,1,8336.4169,8336.4169,High Spender
115,Rey Lindsay,Monroe,NY,1,8327.9477,8327.9477,High Spender
870,Dwain Carlson,Smithtown,NY,1,8309.4449,8309.4449,High Spender
1084,Regine Odom,Franklin Square,NY,1,8303.3719,8303.3719,High Spender
1192,Gena Owens,Desoto,TX,1,8299.965,8299.965,High Spender
1069,Rodolfo Buck,Shirley,NY,1,8280.543,8280.543,High Spender
181,Olevia Pitts,Redondo Beach,CA,2,8273.955899999999,4136.9779499999995,High Spender
1236,Rudolph Velez,Mount Vernon,NY,1,8263.867,8263.867,High Spender
420,Vince Schneider,Merrick,NY,1,8204.530200000001,8204.530200000001,High Spender
990,Casimira Chapman,Monroe,NY,1,8200.7267,8200.7267,High Spender
800,Cris Dunn,Pittsford,NY,1,8177.0540999999985,8177.0540999999985,High Spender
637,Kara Higgins,Ossining,NY,1,8127.9469,8127.9469,High Spender
479,Gertha Mejia,Flushing,NY,1,8109.950500000001,8109.950500000001,High Spender
384,Aimee Merritt,Flushing,NY,1,8096.4455,8096.4455,High Spender
808,Vallie Dixon,Rowlett,TX,1,8083.9627,8083.9627,High Spender
173,Marquerite Dawson,Garland,TX,1,8072.331,8072.331,High Spender
1435,Merrie Fowler,Scarsdale,NY,1,8069.6565,8069.6565,High Spender
991,Brigida Larson,Canyon Country,CA,1,8062.1245,8062.1245,High Spender
496,Shu Mays,Astoria,NY,1,8056.768000000001,8056.768000000001,High Spender
1060,Tommie Cooley,Lancaster,NY,1,8011.311999999999,8011.311999999999,High Spender
1148,Lenore Valdez,Spring Valley,NY,1,8009.032099999999,8009.032099999999,High Spender
1445,Ester Acevedo,San Lorenzo,CA,1,7999.984,7999.984,High Spender
934,Ocie Slater,Hamburg,NY,1,7999.962999999999,7999.962999999999,High Spender
960,Arline Lawson,Hempstead,NY,1,7995.8047,7995.8047,High Spender
1238,Edgar Quinn,Harlingen,TX,1,7993.865,7993.865,High Spender
878,Melodie Melton,Smithtown,NY,1,7984.939,7984.939,High Spender
160,Omer Estrada,Rowlett,TX,1,7975.972999999999,7975.972999999999,High Spender
687,Cecilia Camacho,Desoto,TX,1,7971.2261,7971.2261,High Spender
1360,Latashia Travis,Upland,CA,1,7967.4144,7967.4144,High Spender
112,Yuk Vega,West Hempstead,NY,1,7952.0464,7952.0464,High Spender
916,Alishia Elliott,Mount Vernon,NY,1,7951.146799999999,7951.146799999999,High Spender
1118,Ja Dillard,Canyon Country,CA,1,7947.442000000001,7947.442000000001,High Spender
1026,Jenine Dawson,Endicott,NY,1,7938.9374,7938.9374,High Spender
1300,Clorinda Donovan,Jamestown,NY,1,7932.9465,7932.9465,High Spender
728,Viva Dawson,Orchard Park,NY,1,7918.8446,7918.8446,High Spender
1406,Farrah Orr,New Hyde Park,NY,1,7900.4347,7900.4347,High Spender
727,Kasha Sullivan,Scarsdale,NY,1,7855.2405,7855.2405,High Spender
1315,Omega Johnston,Canyon Country,CA,1,7848.262799999999,7848.262799999999,High Spender
581,Vonda Berger,Santa Clara,CA,1,7824.040099999999,7824.040099999999,High Spender
453,Courtney Wyatt,Garden City,NY,1,7823.944000000001,7823.944000000001,High Spender
83,Tiesha Daniel,Scarsdale,NY,2,7793.1507,3896.57535,High Spender
1274,Odette Moses,Newburgh,NY,1,7791.0557,7791.0557,High Spender
877,Janine Manning,Howard Beach,NY,1,7783.4219,7783.4219,High Spender
545,Tajuana Rollins,Oswego,NY,1,7782.873,7782.873,High Spender
1081,Carson Macias,New Rochelle,NY,1,7747.739,7747.739,High Spender
407,Dannette Guerrero,San Pablo,CA,1,7719.957,7719.957,High Spender
1398,Nevada Hood,Hopewell Junction,NY,1,7688.2721,7688.2721,High Spender
96,Floretta Higgins,Bayside,NY,1,7681.124,7681.124,High Spender
1052,Zora Ford,Sacramento,CA,1,7663.949,7663.949,High Spender
859,Julianne Shannon,Sugar Land,TX,1,7659.3381,7659.3381,High Spender
853,Brittney Rojas,Kingston,NY,1,7601.154699999999,7601.154699999999,High Spender
1227,Magali Dixon,Troy,NY,1,7587.5154,7587.5154,High Spender
787,Malisa Mitchell,Mount Vernon,NY,1,7575.3454,7575.3454,High Spender
69,Katelin Kennedy,Rocklin,CA,2,7568.9310000000005,3784.4655000000002,High Spender
529,Ellena Clements,Santa Monica,CA,1,7568.0544,7568.0544,High Spender
128,Terrance Lynn,Plattsburgh,NY,1,7536.1622,7536.1622,High Spender
269,Barton Crosby,Bellmore,NY,1,7526.036700000001,7526.036700000001,High Spender
1249,Barbra Dickerson,Ridgecrest,CA,1,7520.0371,7520.0371,High Spender
225,Barbera Riggs,Plainview,NY,1,7486.3314,7486.3314,High Spender
